FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,borne_fontaine_organisme,geometry
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-22e,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7315466666666685 7.136496666666659)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-22d,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,TDE,POINT (0.7381683333333334 7.156646666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-22c,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,TDE,POINT (0.73317 7.146984999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-22b,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,TDE,POINT (0.7352816666666665 7.146155000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-22a,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,TDE,POINT (0.7351650000000004 7.147281666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-229,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,autre,POINT (0.7350683333333331 7.124598333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-228,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,Nsp,POINT (0.7350566666666638 7.12903)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-227,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7313500000000001 7.126958333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-226,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7322466666666695 7.125101666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-225,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7330116666666665 7.126043333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-224,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.718703333333333 7.124275000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-223,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.732985 7.130108333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-222,Plateaux,Kpélé,Kpélé 1,Kpélé-Novivé,TDE,POINT (0.7315316666666664 7.130509999999997)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-221,Kara,Bassar,Bassar 1,Bassar,TDE,POINT (0.7807150000000004 9.26757666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-220,Maritime,Golfe,Golfe 4,Amoutivé,TDE,POINT (1.2131883333333338 6.146286666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-21f,Maritime,Golfe,Golfe 4,Amoutivé,TDE,POINT (1.2140333333333333 6.14381)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-21e,Maritime,Golfe,Golfe 4,Amoutivé,TDE,POINT (1.2160831235312821 6.1458951193134315)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-21d,Maritime,Golfe,Golfe 4,Amoutivé,TDE,POINT (1.217466666666667 6.145448333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-21c,Maritime,Golfe,Golfe 4,Amoutivé,TDE,POINT (1.2111466666666668 6.144873333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-21b,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7951233333333333 7.249274999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-21a,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.795034999999999 7.250063333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-219,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7946700000000002 7.249706666666674)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-218,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,Nsp,POINT (0.7959233333333311 7.2548816666666625)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-217,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7947766666666662 7.250578333333343)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-216,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7908299999999988 7.236591666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-215,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7898283333333352 7.234375)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-214,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7909000000000013 7.239079999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-213,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7905066666666669 7.2350233333333245)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-212,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7903400000000012 7.233993333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-211,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.7902183333333339 7.226703333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-210,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,TDE,POINT (0.78926 7.227723333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-20f,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Nsp,POINT (0.624395 6.905438333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-20e,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.316088333333334 9.742909999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-20d,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3282616666666667 9.751725)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-20c,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3254333333333337 9.750090000000004)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-20b,Kara,Binah,Binah 1,Pagouda,TDE,POINT (1.3259766666666661 9.751544999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-20a,Savanes,Tône,Tône 3,Nioukpourma,TDE,POINT (0.1533066666666659 10.855221666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-209,Savanes,Tône,Tône 3,Nioukpourma,TDE,POINT (0.1563250000000006 10.859463333333336)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-208,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.981810000000002 7.5016766666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-207,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9819666666666652 7.5020316666666655)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-206,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9825583333333334 7.5005)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-205,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9816399999999997 7.502401666666674)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-204,Plateaux,Amou,Amou 1,Imlè-Adiva,TDE,POINT (0.9805850000000019 7.503226666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-203,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.9762550000000012 8.562473333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-202,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.975058333333333 8.56182500000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-201,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1341033333333324 8.984324999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-200,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1340616666666696 8.984006666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ff,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1342800000000002 8.98442166666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1fe,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.212246666666666 6.172046666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1fd,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2122549999999983 6.171900000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1fc,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2139649999999993 6.172499999999994)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1fb,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.216981666666667 6.168939999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1fa,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.216705800000001 6.1684658000000026)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1f9,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.2168600000000007 6.168793333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1f8,Maritime,Golfe,Golfe 3,Bè-Ouest,TDE,POINT (1.212598333333333 6.170043333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1f7,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3101099999999992 9.655144999999997)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1f6,Maritime,Vo,Vo 2,Togoville,TDE,POINT (1.4761200000000008 6.23951)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1f5,Maritime,Vo,Vo 2,Togoville,TDE,POINT (1.4733866666666662 6.235586666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1f4,Maritime,Vo,Vo 2,Togoville,TDE,POINT (1.4719616666666657 6.231831666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1f3,Maritime,Vo,Vo 2,Togoville,TDE,POINT (1.4753750000000005 6.237069999999994)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1f2,Maritime,Vo,Vo 2,Togoville,TDE,POINT (1.4749566666666667 6.231919999999997)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1f1,Maritime,Vo,Vo 2,Togoville,TDE,POINT (1.4743166666666663 6.232176666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1f0,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3057633333333334 9.657016666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ef,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3057733333333337 9.657823333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ee,Plateaux,Wawa,Wawa 1,Kpété-Béna,Hydraulique villageoise,POINT (0.6030050000000012 7.440861666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ed,Plateaux,Wawa,Wawa 1,Kpété-Béna,Hydraulique villageoise,POINT (0.6037700000000029 7.444916666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ec,Plateaux,Wawa,Wawa 1,Kpété-Béna,Hydraulique villageoise,POINT (0.6033283333333371 7.4431400000000005)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1eb,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.309308333333333 9.658815)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ea,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3083316666666664 9.65782666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1e9,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3072366666666668 9.657323333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1e8,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3071383333333342 9.656303333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1e7,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3056799999999995 9.660196666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1e6,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3039616666666667 9.66042)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1e5,Kara,Binah,Binah 2,Kétao,TDE,POINT (1.3038066672466895 9.654463337250048)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1e4,Plateaux,Haho,Haho 1,Atchavé,TDE,POINT (1.183751666666668 6.863701666666662)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1e3,Plateaux,Haho,Haho 1,Atchavé,TDE,POINT (1.1862199999999987 6.8608633333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1e2,Plateaux,Haho,Haho 1,Atchavé,TDE,POINT (1.1851166666666664 6.859376666666658)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1e1,Plateaux,Haho,Haho 1,Atchavé,TDE,POINT (1.1863050000000006 6.859448333333339)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1e0,Plateaux,Haho,Haho 1,Atchavé,TDE,POINT (1.184068333333333 6.86145)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1df,Plateaux,Haho,Haho 1,Atchavé,TDE,POINT (1.1835616666666664 6.859633333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1de,Maritime,Vo,Vo 3,Dagbati,TDE,POINT (1.4916166666666666 6.437913333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1dd,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1428616666666684 8.984703333333336)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1dc,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1442899999999994 8.985719999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1db,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1425749999999992 8.98600333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1da,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1453699999999991 8.98587)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1d9,Maritime,Vo,Vo 3,Dagbati,TDE,POINT (1.494956666666668 6.436961666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1d8,Plateaux,Kloto,Kloto 1,Tové,autre,POINT (0.6556374336984131 6.874011831164299)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1d7,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1406749999999999 8.987375)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1d6,Plateaux,Kloto,Kloto 1,Tové,TDE,POINT (0.6545133333333326 6.873483333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1d5,Plateaux,Amou,Amou 1,Amlamé (Ouma),TDE,POINT (0.9012466666666655 7.453113333333331)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1d4,Plateaux,Amou,Amou 1,Amlamé (Ouma),TDE,POINT (0.9062633333333328 7.457149999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1d3,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.1447099999999995 8.989981666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1d2,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.142940000000001 8.990685000000003)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1d1,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),TDE,POINT (1.142278333333337 8.992228333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1d0,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.9815600000000027 8.567929999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1cf,Maritime,Vo,Vo 3,Dagbati,TDE,POINT (1.4957483333333337 6.425471666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ce,Maritime,Golfe,Golfe 5,Aflao-Gakli,TDE,POINT (1.1690166666666697 6.1829866666666655)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1cd,Maritime,Zio,Zio 1,Djagblé,TDE,POINT (1.2851233333333336 6.252106666666659)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1cc,Maritime,Vo,Vo 3,Dagbati,TDE,POINT (1.4988616666666674 6.50124)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1cb,Maritime,Vo,Vo 3,Dagbati,TDE,POINT (1.4966883333333318 6.502264999999994)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ca,Maritime,Vo,Vo 3,Dagbati,TDE,POINT (1.4960416666666672 6.500838333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1c9,Maritime,Vo,Vo 3,Dagbati,TDE,POINT (1.4973850000000009 6.503301666666663)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1c8,Maritime,Vo,Vo 3,Dagbati,TDE,POINT (1.4970683333333328 6.498823333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1c7,Maritime,Yoto,Yoto 3,Tokpli,TDE,POINT (1.5601283333333333 6.641973333333335)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1c6,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.1353433333333327 7.525446666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1c5,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.134948333333331 7.525816666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1c4,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.135454999999999 7.524908333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1c3,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.1355200000000008 7.525254999999996)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1c2,Plateaux,Ogou,Ogou 1,Gnagna,TDE,POINT (1.1343350000000023 7.52452500000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1c1,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.1414849999999974 9.668371666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1c0,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.1511850000000026 9.670738333333336)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1bf,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.147371666666666 9.661828333333336)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1be,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.150067113132948 9.660173058343263)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1bd,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.1552133333333352 9.660276666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1bc,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.151063337544047 9.662264990431948)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1bb,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.1428650000000034 9.660054999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ba,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.143121666666666 9.652761666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1b9,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.1462283333333336 9.652234999999997)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1b8,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.145418333333333 9.649416666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1b7,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.1407916666666673 9.641843333333323)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1b6,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.1439900000000003 9.647045000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1b5,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.1390133333333319 9.659679999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1b4,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.138646800191929 9.64998343568562)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1b3,Kara,Kozah,Kozah 2,Pya,TDE,POINT (1.1483633333333334 9.655504999999994)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1b2,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.9846049999999997 8.549175)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1b1,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.9860483333333344 8.548198333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1b0,Centrale,Sotouboua,Sotouboua 1,Sotouboua,TDE,POINT (0.9842816666666651 8.553145000000006)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1af,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6336466666666669 6.928628333333337)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ae,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6370766666666664 6.920998333333327)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ad,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6459816666666672 6.904256666666669)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ac,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Nsp,POINT (0.6197149999999995 6.921280000000001)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1ab,Maritime,Vo,Vo 2,Anyron-Kopé,TDE,POINT (1.552783333333335 6.25668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1aa,Maritime,Vo,Vo 2,Anyron-Kopé,TDE,POINT (1.5544766666666667 6.24415833333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1a9,Maritime,Lacs,Lacs 2,Aklakou,TDE,POINT (1.7095866666666661 6.3508666666666675)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1a8,Maritime,Lacs,Lacs 2,Aklakou,TDE,POINT (1.711623333333334 6.350931666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1a7,Maritime,Lacs,Lacs 2,Aklakou,TDE,POINT (1.7105883333333334 6.347913333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1a6,Kara,Kéran,Kéran 1,Kantè,TDE,POINT (1.047055 9.94771499999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1a5,Kara,Kéran,Kéran 1,Kantè,TDE,POINT (1.043686666666667 9.948699999999999)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1a4,Kara,Kéran,Kéran 1,Pessidè,TDE,POINT (1.032333333333329 9.935343333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1a3,Kara,Kéran,Kéran 1,Kantè,TDE,POINT (1.0370600000000008 9.938786666666658)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1a2,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6402616666666653 6.928626666666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1a1,Kara,Doufelgou,Doufelgou 3,Léon,Nsp,POINT (0.9567150000000028 9.702813333333332)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-1a0,Maritime,Lacs,Lacs 1,Glidji,TDE,POINT (1.59939 6.247653333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-19f,Maritime,Lacs,Lacs 1,Glidji,TDE,POINT (1.6002683333333332 6.245825)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-19e,Maritime,Lacs,Lacs 1,Glidji,TDE,POINT (1.602231666666667 6.252071666666665)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-19d,Maritime,Lacs,Lacs 1,Glidji,TDE,POINT (1.6006799999999997 6.247723333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-19c,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6385966666666673 6.918364999999998)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-19b,Plateaux,Kloto,Kloto 1,Agome-Kpalime,TDE,POINT (0.6393800000000023 6.922031666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-19a,Kara,Doufelgou,Doufelgou 3,Léon,TDE,POINT (0.9527766666666698 9.688721666666668)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-199,Kara,Doufelgou,Doufelgou 3,Léon,TDE,POINT (0.9309316666666665 9.691063333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-198,Kara,Doufelgou,Doufelgou 3,Léon,TDE,POINT (0.9355433333333342 9.695366666666667)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-197,Maritime,Zio,Zio 2,Kovié,TDE,POINT (1.0732399999999986 6.328298333333333)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-196,Maritime,Zio,Zio 2,Kovié,TDE,POINT (1.0725950000000024 6.326874999999996)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-195,Maritime,Zio,Zio 2,Kovié,TDE,POINT (1.0803416666666636 6.331055000000002)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-194,Kara,Binah,Binah 1,Boufalé,Hydraulique villageoise,POINT (1.3604133333333328 9.854873333333334)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-193,Maritime,Zio,Zio 2,Kovié,TDE,POINT (1.0750933333333348 6.3314449999999995)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-192,Kara,Binah,Binah 1,Boufalé,Hydraulique villageoise,POINT (1.3604049999999999 9.84989166666666)
_mview_eau_bornes_fontaines.fid--6cedeb21_19489067e9f_-191,Kara,Binah,Binah 1,Boufalé,Hydraulique villageoise,POINT (1.3604549999999997 9.85349166666667)
