FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,utilisation_cout,toilette_type,geometry
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7e0,Maritime,Golfe,Golfe 1,Bè-Est,Be Apeyeme,Payant,{Latrines a eau},POINT (1.2385515026682434 6.1435245358716255)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7df,Maritime,Golfe,Golfe 1,Bè-Est,Be Ginakpoto,Payant,{WCs},POINT (1.2427348464578734 6.152035710236249)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7de,Maritime,Golfe,Golfe 1,Bè-Est,Kanyikope,Payant,{WCs},POINT (1.2911066666666666 6.160788333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7dd,Maritime,Golfe,Golfe 1,Bè-Est,Agbo Terrain,Payant,"{Latrines a eau,Douches}",POINT (1.2393809556907052 6.1341926175465336)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7dc,Maritime,Golfe,Golfe 1,Bè-Est,Attiegou Yayra Kome,Payant,"{Douches,Latrines a eau}",POINT (1.2554488683144975 6.205690551163179)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7db,Maritime,Golfe,Golfe 1,Bè-Est,Be Katanga,Payant,{Latrines a eau},POINT (1.296897227098566 6.1517362431422224)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7da,Maritime,Golfe,Golfe 1,Bè-Est,Zone Portuaire,Gratuit,"{WCs,Pissotieres}",POINT (1.2782044776620798 6.142345332101227)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7d9,Maritime,Golfe,Golfe 1,Bè-Est,Anfame,Payant,{WCs},POINT (1.2749275314649777 6.164328656107779)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7d8,Maritime,Golfe,Golfe 1,Bè-Est,Zone Portuaire,Gratuit,"{Pissotieres,Douches,WCs}",POINT (1.2783974215740366 6.14188133197589)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7d7,Maritime,Golfe,Golfe 1,Bè-Est,Zone Portuaire,Gratuit,"{WCs,Pissotieres,Douches}",POINT (1.2783507921482078 6.141867764228358)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7d6,Maritime,Golfe,Golfe 1,Bè-Est,Adanlekponsi,Payant,"{Latrines a eau,Douches}",POINT (1.258649093181222 6.153154396964184)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7d5,Maritime,Golfe,Golfe 1,Bè-Est,Zone Portuaire,Gratuit,"{WCs,Pissotieres,Douches}",POINT (1.2783183333333334 6.141861666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7d4,Maritime,Golfe,Golfe 1,Bè-Est,Adakpame,Payant,{Latrines a eau},POINT (1.2834707039801458 6.172971949891762)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7d3,Maritime,Golfe,Golfe 1,Bè-Est,Adakpame Ahodjakope,Payant,{Latrines a eau},POINT (1.2864944833033742 6.170018250662413)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7d2,Maritime,Golfe,Golfe 1,Bè-Est,Zone Portuaire,Gratuit,"{WCs,Pissotieres,Douches}",POINT (1.2777413696325317 6.141741594483916)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7d1,Maritime,Golfe,Golfe 1,Bè-Est,Zone Portuaire,Gratuit,"{WCs,Douches}",POINT (1.277651606105644 6.142322113230058)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7d0,Maritime,Golfe,Golfe 1,Bè-Est,Zone Portuaire,Gratuit,{WCs},POINT (1.278163353520341 6.142362288716729)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7cf,Maritime,Golfe,Golfe 1,Bè-Est,Zone Portuaire,Gratuit,{WCs},POINT (1.2776935101600118 6.142123278223301)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7ce,Maritime,Golfe,Golfe 1,Bè-Est,Zone Portuaire,Gratuit,{WCs},POINT (1.2777193273190686 6.142066798490262)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7cd,Maritime,Golfe,Golfe 1,Bè-Est,Zone Portuaire,Gratuit,{WCs},POINT (1.278114340860904 6.141840830222932)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7cc,Maritime,Golfe,Golfe 1,Bè-Est,Zone Portuaire,Nsp,"{WCs,Douches}",POINT (1.2797964861438251 6.147255486989873)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7cb,Maritime,Golfe,Golfe 1,Bè-Est,Nantassape,Payant,"{Latrines a eau,Latrines seches}",POINT (1.2672418553248175 6.157229954656702)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7ca,Maritime,Golfe,Golfe 1,Bè-Est,Marche Akodessewa,Payant,{Latrines a eau},POINT (1.2711563010649423 6.152343162437656)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7c9,Maritime,Golfe,Golfe 1,Bè-Est,Marche Akodessewa,Payant,{autre},POINT (1.2686066666666667 6.152913333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7c8,Maritime,Golfe,Golfe 1,Bè-Est,Be Alaglo,Payant,{WCs},POINT (1.2583433456795445 6.149264730794425)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7c7,Maritime,Golfe,Golfe 1,Bè-Est,Marche Akodessiwa,Payant,{Latrines a eau},POINT (1.2685966666666666 6.15339)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7c6,Plateaux,Haho,Haho 1,Notsé,Alinou,Nsp,{WCs},POINT (1.1707049862979282 6.93893904275224)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7c5,Maritime,Golfe,Golfe 1,Bè-Est,Anfame Honkpatchakome,Payant,{WCs},POINT (1.2779688085759697 6.163542573424126)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7c4,Maritime,Golfe,Golfe 1,Bè-Est,Zorro Bar,Payant,"{Latrines a eau,Latrines seches}",POINT (1.2856905304484052 6.157724682730947)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7c3,Maritime,Golfe,Golfe 1,Bè-Est,Desert,Payant,{WCs},POINT (1.284055 6.15367)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7c2,Maritime,Golfe,Golfe 1,Bè-Est,Agodo-atime,Payant,"{Latrines a eau,Douches}",POINT (1.2411434974703102 6.14702121100245)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7c1,Maritime,Golfe,Golfe 1,Bè-Est,Be Souza Netime,Payant,{WCs},POINT (1.246125 6.136031666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7c0,Maritime,Golfe,Golfe 1,Bè-Est,Sossou-kope,Payant,{Latrines a eau},POINT (1.2614293243177748 6.157733382387759)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7bf,Maritime,Golfe,Golfe 1,Bè-Est,Be Adjrometi,Payant,"{Latrines a eau,Douches}",POINT (1.245024046692209 6.144608742527892)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7be,Maritime,Golfe,Golfe 1,Bè-Est,Be Hedje,Payant,"{Latrines a eau,Douches}",POINT (1.2425776651494245 6.147531174177711)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7bd,Maritime,Golfe,Golfe 1,Bè-Est,Aveto,Payant,"{Latrines a eau,Douches}",POINT (1.2506687147398503 6.146076997726825)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7bc,Maritime,Golfe,Golfe 1,Bè-Est,Bessime,Payant,"{Latrines a eau,Douches}",POINT (1.244285 6.142336666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7bb,Maritime,Golfe,Golfe 1,Bè-Est,Kponou,Payant,{WCs},POINT (1.2873450000000002 6.1604866666666664)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7ba,Maritime,Golfe,Golfe 1,Bè-Est,Akodessowa Marche,Payant,"{Latrines a eau,WCs}",POINT (1.2696983333333334 6.154983333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7b9,Maritime,Golfe,Golfe 1,Bè-Est,Adanlekponsi,Payant,{Latrines a eau},POINT (1.2578618163751096 6.15247032982501)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7b8,Maritime,Golfe,Golfe 1,Bè-Est,Anfame,Payant,{Latrines a eau},POINT (1.2642167337116164 6.156132536596355)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7b7,Maritime,Golfe,Golfe 1,Bè-Est,Katanga,Payant,{WCs},POINT (1.2974883333333334 6.151588333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7b6,Maritime,Golfe,Golfe 1,Bè-Est,Adakpamé Sawleto,Payant,{Latrines a eau},POINT (1.2852333333333334 6.174766666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7b5,Maritime,Golfe,Golfe 1,Bè-Est,Marche Akodessewa,Payant,{Latrines a eau},POINT (1.270775 6.152243333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7b4,Maritime,Golfe,Golfe 1,Bè-Est,Zorro Bar,Payant,"{Latrines a eau,Douches}",POINT (1.2859922658750105 6.157092587210918)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7b3,Maritime,Golfe,Golfe 1,Bè-Est,Kagnikope,Payant,{Latrines a eau},POINT (1.300710096437917 6.163763770604144)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7b2,Maritime,Golfe,Golfe 1,Bè-Est,Marche Akodessewa,Payant,"{Latrines a eau,Douches}",POINT (1.2684783333333334 6.153335)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7b1,Maritime,Golfe,Golfe 1,Bè-Est,Marche Anfame,Payant,{WCs},POINT (1.2749465305596654 6.16434243364775)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7b0,Maritime,Golfe,Golfe 1,Bè-Est,Marche Akodessewa,Payant,"{Latrines a eau,Douches}",POINT (1.2687249487972294 6.153449308366421)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7af,Maritime,Golfe,Golfe 1,Bè-Est,Plage Djama Beach,Gratuit,{WCs},POINT (1.2439221892812447 6.129004635171848)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7ae,Maritime,Golfe,Golfe 1,Bè-Est,Desert,Payant,{WCs},POINT (1.283055 6.152878333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7ad,Maritime,Golfe,Golfe 1,Bè-Est,Adanlekponsi,Payant,"{Latrines a eau,Pissotieres,Douches}",POINT (1.2592357994396064 6.1546462720960085)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7ac,Maritime,Golfe,Golfe 1,Bè-Est,Plage,Gratuit,{Pissotieres},POINT (1.243270267711625 6.128651291378038)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7ab,Maritime,Golfe,Golfe 1,Bè-Est,Ahligo,Payant,"{Latrines a eau,Douches}",POINT (1.2532867623480284 6.140798464613472)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7aa,Maritime,Golfe,Golfe 1,Bè-Est,Be Aklassou,Payant,{Latrines a eau},POINT (1.2503550982181657 6.149955922044269)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7a9,Maritime,Golfe,Golfe 1,Bè-Est,Be Aklassou,Payant,{Latrines a eau},POINT (1.2449673914574766 6.14688088863642)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7a8,Maritime,Golfe,Golfe 1,Bè-Est,Be Kpota Cimetiere,Payant,"{Latrines a eau,Douches}",POINT (1.2606791397282515 6.165050250484358)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7a7,Maritime,Golfe,Golfe 1,Bè-Est,Ablogame,Payant,{Latrines seches},POINT (1.2574016666666668 6.136526666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7a6,Maritime,Golfe,Golfe 1,Bè-Est,Be Gakpoto,Payant,"{Latrines a eau,Douches,WCs}",POINT (1.2475815819232832 6.152468584289173)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7a5,Maritime,Golfe,Golfe 1,Bè-Est,Ablogame,Payant,{Latrines a eau},POINT (1.2685833333333332 6.142365000000001)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7a4,Maritime,Golfe,Golfe 1,Bè-Est,Kpota Cimetiere 1,Payant,{Latrines a eau},POINT (1.2561885172164569 6.164301695349622)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7a3,Maritime,Golfe,Golfe 1,Bè-Est,Raffinerie,Payant,"{Latrines a eau,Douches}",POINT (1.3026923666789783 6.1616922734559765)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7a2,Maritime,Golfe,Golfe 1,Bè-Est,Raffinerie,Payant,"{Latrines a eau,Douches}",POINT (1.30368 6.15773)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7a1,Maritime,Golfe,Golfe 1,Bè-Est,Dzifa Kpota,Payant,{Latrines a eau},POINT (1.270353979783738 6.165632174594468)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-7a0,Maritime,Golfe,Golfe 1,Bè-Est,Attiegou Jesukome,Payant,"{Latrines a eau,Douches}",POINT (1.2736373709409357 6.183172781484109)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-79f,Maritime,Golfe,Golfe 1,Bè-Est,Avelime,Payant,"{Latrines a eau,Douches}",POINT (1.2659712279050082 6.1494966261593875)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-79e,Maritime,Golfe,Golfe 1,Bè-Est,Kagnikope-Gédémé,Payant,{Latrines a eau},POINT (1.29128 6.166721666666666)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-79d,Maritime,Golfe,Golfe 1,Bè-Est,Ahadji Kpota,Payant,{WCs},POINT (1.2801224590599471 6.1617643800648585)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-79c,Maritime,Golfe,Golfe 1,Bè-Est,Kponou,Payant,"{WCs,Douches}",POINT (1.2865245696012095 6.159508654150757)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-79b,Maritime,Golfe,Golfe 1,Bè-Est,Katanga,Payant,"{Latrines a eau,Douches}",POINT (1.294764127053602 6.150951343188019)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-79a,Maritime,Golfe,Golfe 1,Bè-Est,Katanga,Payant,{Latrines a eau},POINT (1.2979033333333334 6.150706666666667)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-799,Maritime,Golfe,Golfe 1,Bè-Est,Lom_nava,Payant,"{WCs,Douches}",POINT (1.2329800000000002 6.1387583333333335)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-798,Maritime,Golfe,Golfe 1,Bè-Est,Be Dangbuipe,Payant,"{Latrines a eau,Douches}",POINT (1.2404350000000002 6.14458)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-797,Maritime,Golfe,Golfe 1,Bè-Est,Anfame,Payant,{Latrines a eau},POINT (1.2643952927725055 6.15575523262773)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-796,Maritime,Golfe,Golfe 1,Bè-Est,Akodessewa Latassape,Payant,"{Latrines a eau,Douches}",POINT (1.267455 6.157858333333333)
_mview_villehygiene_toilettes_ville.fid--6cedeb21_19489067e9f_-795,Maritime,Golfe,Golfe 1,Bè-Est,Ablogame,Payant,"{WCs,Douches}",POINT (1.2685016666666666 6.141875000000001)
