FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,terrain,activite_statut,activite_categorie,geometry
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38b5,Plateaux,Kloto,Kloto 1,Kpadapé,Depotoir publuc de pkadape 2,Depotoir Publuc De Pkadape 2,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.5930632516973736 6.844397445815835, 0.5929642175878742 6.844354189538123, 0.592965355910972 6.844191409335153, 0.5931816372995333 6.8442665386596016, 0.5930632516973736 6.844397445815835)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38b6,Plateaux,Kloto,Kloto 1,Kpadapé,Depotoir public de yeviepe,Depotoir Public De Yeviepe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},Nsp,"MULTIPOLYGON (((0.5784032747036608 6.814823897719386, 0.5784539127239666 6.814851292058241, 0.5784896083776248 6.815006526645084, 0.5784837974572619 6.815011507433964, 0.578492098772066 6.8150397319042995, 0.5784680249591336 6.81509784110793, 0.5784265183851124 6.815098671239409, 0.5784057650981018 6.815042222298741, 0.5784032747036608 6.814823897719386)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38b7,Plateaux,Kpélé,Kpélé 1,Kpélé-Akata,Nsp,Nsp,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},{Decharge},"MULTIPOLYGON (((0.7065683333333334 7.037109999999999, 0.7066133333333333 7.037120000000001, 0.7066433333333334 7.037143333333334, 0.7066783333333333 7.0371716666666675, 0.70664 7.037235, 0.7065883333333333 7.037291666666666, 0.7065216666666667 7.037293333333334, 0.7064900000000001 7.037266666666667, 0.706485 7.0372433333333335, 0.7065083333333334 7.037215, 0.7065116666666668 7.037168333333333, 0.7065483333333333 7.037115, 0.7065683333333334 7.037109999999999)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38b8,Plateaux,Kloto,Kloto 1,Womé,Depotoir public de klo-mayondi 1,Depotoir Public De Klo-mayondi 1,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,{Decharge},"MULTIPOLYGON (((0.5474033333333334 6.838010000000001, 0.5474150000000001 6.837918333333333, 0.547442765558863 6.83788932671377, 0.5474680400793777 6.837854162163489, 0.5475108968750331 6.8378508654868995, 0.5475779292990068 6.837840975457132, 0.5475878193287734 6.837906908988909, 0.5476196872024659 6.837984930334847, 0.5475372702877442 6.83804317162125, 0.5474504578042375 6.838040973836856, 0.5474504578042375 6.838040973836856, 0.5474033333333334 6.838010000000001)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38b9,Plateaux,Kloto,Kloto 1,Womé,Depotoir public de klo-mayondi 2,Depotoir Public De Klo-mayondi 2,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},{Stockage},"MULTIPOLYGON (((0.5462033333333333 6.837036666666667, 0.5462016666666667 6.837078333333333, 0.5462066666666666 6.837128333333334, 0.5462366666666667 6.83713, 0.5462733333333334 6.837141666666668, 0.5463116666666666 6.837153333333333, 0.5463483333333333 6.837150000000001, 0.5463949856974433 6.837114855044847, 0.5464132328549559 6.8370528147093035, 0.5463895115501894 6.83699716087889, 0.5463502801615372 6.836947893553606, 0.546301012836253 6.836912311596456, 0.5462444466479637 6.836945156479979, 0.5462033333333333 6.837036666666667)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38ba,Plateaux,Kloto,Kloto 1,Womé,Depotoir public de wome,Depotoir Public De Wome,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.5700116666666666 6.846171666666667, 0.5700616666666666 6.846158333333333, 0.5699666666666666 6.846058333333334, 0.5697316666666666 6.8460116666666675, 0.5695583333333333 6.845996666666667, 0.5694716666666667 6.8460116666666675, 0.5700116666666666 6.846171666666667)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38bb,Plateaux,Kloto,Kloto 2,Lavié,Depotoir public de lavie agoviefe,Depotoir Public De Lavie Agoviefe,Nsp,"{Lundi,Mardi,Mercredi,Vendredi,Jeudi,Samedi,Dimanche}",Nsp,{Ferme},{Stockage},"MULTIPOLYGON (((0.6989433333333334 7.017113333333333, 0.6990700000000001 7.017290000000001, 0.6988616666666666 7.0174216666666664, 0.6987850000000001 7.0172066666666675, 0.6989433333333334 7.017113333333333)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38bc,Plateaux,Kloto,Kloto 2,Lavié,Dépotoir public de lavie agoviepe,Dépotoir Public De Lavie Agoviepe,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7031366666666667 7.015696666666666, 0.7030466666666667 7.015791666666667, 0.702935 7.015773333333334, 0.702935 7.015773333333334, 0.7030266666666667 7.015595, 0.7031366666666667 7.015696666666666)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38bd,Plateaux,Kloto,Kloto 2,Lavié-Apédomé,Dépotoir public de lavie-apedome,Dépotoir Public De Lavie-apedome,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.6746829336286623 7.011516063638219, 0.6744333421155282 7.011517330600215, 0.6743598583197833 7.01155914034607, 0.6743079128779634 7.011587013509972, 0.674305378953972 7.011736515025453, 0.6744168716095853 7.011733981101464, 0.6744548804694532 7.011708641861552, 0.6744814866713611 7.011679501735653, 0.674504291987282 7.011652895533745, 0.6745689070490578 7.011638958951793, 0.6746398569208116 7.011613619711882, 0.674693069324627 7.011592081357957, 0.6746829336286623 7.011516063638219)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38be,Plateaux,Kloto,Kloto 3,Kouma,Depotoir public de tsame,Depotoir Public De Tsame,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,{Decharge},"MULTIPOLYGON (((0.6406498294537016 6.9520658947390634, 0.6406831092503986 6.952144029913917, 0.6407569035822048 6.952287277734481, 0.640824910123281 6.952429078607365, 0.6408784471875325 6.9525303649451375, 0.6408943636120398 6.952550622212693, 0.6407843955881718 6.952546281369645, 0.6407525627391573 6.952534705788185, 0.6406671928258912 6.952397245758352, 0.6406223374477346 6.952350943432513, 0.6405948454417677 6.952261232676199, 0.6405876107033553 6.952148370756966, 0.6406498294537016 6.9520658947390634)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38bf,Plateaux,Kloto,Kloto 3,Kouma,Dépotoir public de kuma tokpli,Dépotoir Public De Kuma Tokpli,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.5750557151861165 6.971873331858604, 0.5750062442809761 6.971948424675967, 0.5749827715402385 6.971935474198317, 0.5749827715402385 6.971935474198317, 0.5750216229731834 6.971868293595517, 0.5750557151861165 6.971873331858604)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38c0,Plateaux,Kloto,Kloto 2,Kpimé,Depotoir public de kpime,Depotoir Public De Kpime,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,{autre},{Decharge},"MULTIPOLYGON (((0.6532066666666666 6.994826666666667, 0.6531966666666666 6.99495, 0.6530533333333334 6.9949449999999995, 0.6528833333333334 6.9948950000000005, 0.652775 6.994748333333333, 0.6528516666666667 6.9947, 0.6529966666666667 6.99476, 0.6531766666666667 6.99468, 0.6532066666666666 6.994826666666667)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38c1,Plateaux,Kloto,Kloto 3,Agomé-Yoh,Depotoir public d'agome yoh,Depotoir Public D'agome Yoh,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Ferme},{Stockage},"MULTIPOLYGON (((0.5965050000000001 6.945273333333334, 0.596325 6.945284999999999, 0.5963333333333334 6.945139999999999, 0.5965033333333333 6.945175000000001, 0.5965050000000001 6.945273333333334)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38c2,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,Dépotoir public de govie,Dépotoir Public De Govie,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,Nsp,Nsp,"MULTIPOLYGON (((0.739377115638017 7.1594163999628035, 0.7395084051935489 7.1594058450485445, 0.7394622436082031 7.1595702253280695, 0.7393068704672828 7.159590491389928, 0.7392449463893799 7.159571351220395, 0.7392111696196145 7.15944750306459, 0.7392145472965911 7.159438495925985, 0.739377115638017 7.1594163999628035)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38c3,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,Dépotoir public de konda,Dépotoir Public De Konda,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},{Decharge},"MULTIPOLYGON (((0.7353329241982551 7.148026355090572, 0.7353329241982551 7.147953034973945, 0.7354327912536605 7.147927752175107, 0.7354593381924389 7.147946714274235, 0.7354808285714501 7.148081977248013, 0.735458074052497 7.148150240804872, 0.7353973953352887 7.148178051883592, 0.7353796973761029 7.1481843725833025, 0.7353329241982551 7.148026355090572)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38c4,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,Nsp,Nsp,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7393167401467361 7.156261709065958, 0.7393184085629281 7.156171614591583, 0.7394285240316087 7.156153262013469, 0.7395653341593632 7.156281730060264, 0.7396304023908562 7.156433555933746, 0.7395786814889003 7.156513639910968, 0.7394752396849882 7.156562023980541, 0.7393951557077659 7.156547008234812, 0.7393617873839233 7.1564268822689785, 0.7394285240316085 7.156391845528945, 0.7393167401467361 7.156261709065958)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38c5,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,Nsp,Nsp,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7356950017495254 7.1577817563031445, 0.7356499545123378 7.157846824534636, 0.7356332703504166 7.157875187609902, 0.7356199230208798 7.157893540188015, 0.7356049072751505 7.15791189276613, 0.7356282651018402 7.157926908511858, 0.7356082441075346 7.157956940003317, 0.7356366071828009 7.157986971494777, 0.7356366071828009 7.1580170029862344, 0.735726701657176 7.158105429044418, 0.7357967751372453 7.158097086963457, 0.735805117218206 7.158023676651003, 0.7358635117849305 7.1579752925814315, 0.7358167961315508 7.157810119378411, 0.7357867646400925 7.157843487702253, 0.7356950017495254 7.1577817563031445)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38c6,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,Nsp,Néant,Govie Apegame,"{Dimanche,Vendredi,Samedi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,{autre},{Decharge},"MULTIPOLYGON (((0.7354066666666667 7.159059999999999, 0.7352266666666666 7.1591499999999995, 0.7351333333333333 7.159201666666666, 0.7352683333333334 7.159246666666666, 0.7353666666666666 7.15921, 0.7355216666666667 7.159138333333334, 0.7354066666666667 7.159059999999999)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38c7,Plateaux,Kpélé,Kpélé 1,Kpélé-Govié,Nsp,Néant,Govie Hoeme,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,{autre},{Decharge},"MULTIPOLYGON (((0.7392517015521007 7.164680455179603, 0.7391919582346016 7.164615377637327, 0.7392420999475027 7.164522562126213, 0.7393231801641087 7.1644692198784465, 0.7393818566366527 7.164490556777553, 0.7394458673339732 7.1645236289711685, 0.739485340597321 7.164563102234516, 0.7394789395275889 7.164571636994159, 0.7393509181329478 7.16462177870706, 0.7392517015521007 7.164680455179603)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38c8,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Nsp,Néant,Tomegbe,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,{autre},{Decharge},"MULTIPOLYGON (((0.80115 7.280868333333332, 0.801205 7.280951666666666, 0.8013416666666667 7.281075, 0.8013973363707554 7.280966017160705, 0.8013868502333177 7.280898333909974, 0.8013506253948968 7.280824930947911, 0.8012972414224873 7.280789659394712, 0.8012409975944129 7.280748668130182, 0.801164734776685 7.28078870610949, 0.80115 7.280868333333332)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38c9,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Nsp,Néant,Ele,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,{autre},{Decharge},"MULTIPOLYGON (((0.8028433333333334 7.277158333333333, 0.80287 7.277236666666666, 0.8028366666666666 7.277306666666667, 0.8027916666666666 7.277328333333332, 0.802755 7.27734, 0.802715 7.277345, 0.802675 7.277306666666667, 0.8026316666666666 7.277271666666667, 0.8026283333333333 7.2772266666666665, 0.8026183333333333 7.277173333333334, 0.802635 7.277138333333332, 0.8026684616850654 7.277115249630854, 0.8027290090301857 7.277119790681738, 0.8028433333333334 7.277158333333333)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38ca,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Dépotoir public de zongo,Dépotoir Public De Zongo,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Dimanche,Samedi,Vendredi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.8072763782429638 7.286163685269066, 0.8072236311806062 7.2860283011423475, 0.80731857589285 7.285956213490458, 0.8073695647197957 7.286184784094008, 0.8072816529491994 7.2861953335064795, 0.8072763782429638 7.286163685269066)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38cb,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Dépotoir public de ele,Dépotoir Public De Ele,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.8030818601314044 7.279985815562599, 0.8031803969572021 7.28019987832209, 0.8032087121370292 7.280305210791046, 0.8030592079875425 7.2803380563996445, 0.8029855885199922 7.280244050002619, 0.8029425494466552 7.280180623999806, 0.8029799254840269 7.280095678460326, 0.8030818601314044 7.279985815562599)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38cc,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Dépotoir public du marché de ele,Dépotoir Public Du Marché De Ele,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.8028820590443737 7.275941610881482, 0.8029112357269723 7.276001179941786, 0.8029622949215203 7.2759975328564614, 0.8029951186894438 7.275965924783647, 0.8030206482867177 7.275927022540181, 0.8030534720546415 7.275888120296716, 0.8030486092742085 7.275872316260308, 0.8030267267622594 7.275848002358144, 0.8029975500796607 7.275835845407061, 0.8029537850557628 7.275861375004335, 0.8028966473856736 7.275882041821176, 0.8028820590443737 7.275941610881482)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38cd,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Dépotoir public de ele,Dépotoir Public De Ele,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7996116666666667 7.278863333333334, 0.7995632049551941 7.278858030356511, 0.7995425279582988 7.278822491768097, 0.7995560972375113 7.278779845462002, 0.7995922819820779 7.278750122278965, 0.7996646514712106 7.278824430236557, 0.7996116666666667 7.278863333333334)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38ce,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Nsp,Nsp,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.8067283333333334 7.2848016666666675, 0.8066733333333332 7.284859999999999, 0.80662 7.284845, 0.8066266666666666 7.2848033333333335, 0.80662 7.284783333333333, 0.8067283333333334 7.2848016666666675)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38cf,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Dépotoir public djofoue,Dépotoir Public Djofoue,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.8045516666666667 7.277066666666667, 0.804575 7.277125000000001, 0.8045950000000001 7.277143333333333, 0.804625 7.277154999999999, 0.8046716666666666 7.277135, 0.8046923135211195 7.277099425573044, 0.8047097261033066 7.27703674027717, 0.8046975372957756 7.276954901140891, 0.8046705477933856 7.2769096284272035, 0.8046270163379181 7.276894827732345, 0.8045834848824506 7.276894827732345, 0.8045591072673887 7.276919205347408, 0.8045408240560923 7.27695751302822, 0.8045295058776707 7.277004527000126, 0.8045516666666667 7.277066666666667)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38d0,Plateaux,Kpélé,Kpélé 2,Kpélé-Nord,Nsp,Nsp,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.8019466666666666 7.276531666666667, 0.8018933333333333 7.276543333333333, 0.8018466666666666 7.2765933333333335, 0.8018770722519528 7.276659706402756, 0.8019423008279505 7.276705816258203, 0.8019737904853287 7.276700193105098, 0.8019466666666666 7.276531666666667)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38d1,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,Nsp,Néant,Agote,"{Dimanche,Samedi,Jeudi,Mercredi,Mardi,Lundi,Vendredi}",Nsp,{autre},{Decharge},"MULTIPOLYGON (((0.7963516666666667 7.255296666666667, 0.7964783333333333 7.2553333333333345, 0.7965566666666667 7.2553366666666665, 0.796615 7.25533, 0.7966283333333333 7.255380000000001, 0.7965909775277602 7.255396530387514, 0.7965317671178691 7.255416748576257, 0.796501439834754 7.255429745983307, 0.7964800000000001 7.255433333333333, 0.7964299913568308 7.255445522608661, 0.7963950000000001 7.255441666666667, 0.7963588960915299 7.255415526930246, 0.796328568808415 7.255393864585165, 0.7963242363393985 7.255337542487951, 0.7963516666666667 7.255296666666667)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38d2,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,Dépotoir public d agbano,Dépotoir Public d Agbano,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.798103208724856 7.268994194239917, 0.798049641760055 7.268899747223031, 0.7979199533189582 7.268953314187832, 0.7978875312086839 7.269018158408379, 0.7979016277783681 7.269081592971959, 0.798103208724856 7.268994194239917)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38d3,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,Nsp,Nsp,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7995183333333333 7.269915204681836, 0.799587591483835 7.269991950199961, 0.7996437467409985 7.270083670453328, 0.7997860067258126 7.270036874405692, 0.799750441729609 7.269965744413285, 0.7995183333333333 7.269915204681836)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38d4,Plateaux,Kpélé,Kpélé 2,Kpélé-Dutoé,Nsp,Nsp,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.79764 7.254421666666667, 0.7975938205077813 7.25446047788646, 0.7976295723727248 7.254524533311151, 0.7976846898311797 7.254570712803369, 0.7977591728831454 7.254567733481292, 0.7978425939013474 7.254563264498175, 0.7978634491558978 7.254505167717641, 0.7978515318675832 7.254414298394242, 0.797799393731207 7.254354711952669, 0.79764 7.254421666666667)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38d5,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,Dépotoir public de aveho,Dépotoir Public De Aveho,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7886077642081414 7.227241845010984, 0.7885858133786516 7.227171602356617, 0.7884606936505614 7.227173797439566, 0.7884694739823571 7.227297819626181, 0.7885693502565344 7.227297819626181, 0.7886077642081414 7.227241845010984)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38d6,Plateaux,Kpélé,Kpélé 2,Kpélé-Kamé,Depotoir public agave,Depotoir Public Agave,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7902821307659119 7.23299268303139, 0.7903530272321316 7.233049945561798, 0.7903598442000374 7.233107208092206, 0.7904334674534194 7.23308812058207, 0.7905002737388956 7.2330826670077455, 0.7905248148233563 7.233026767870919, 0.79049345677099 7.232989956244228, 0.790456645144299 7.232962688372605, 0.7902821307659119 7.23299268303139)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38d7,Plateaux,Kpélé,Kpélé 2,Kpélé-Gbalédzé,Nsp,Nsp,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7523099999999999 7.188083333333333, 0.7522407632576816 7.188151046425315, 0.7523067796864036 7.188223503481229, 0.7524130500350781 7.188205791756451, 0.7524436430142419 7.1881349448573335, 0.7524162703486743 7.188085029996592, 0.7523099999999999 7.188083333333333)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38d8,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Yogou,Yogou,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{En construction},{Decharge},"MULTIPOLYGON (((0.0330616666666667 11.100484999999999, 0.033044455418419 11.100516989316288, 0.033033399177181 11.100483820592574, 0.0330616666666667 11.100484999999999)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38d9,Plateaux,Kpélé,Kpélé 2,Kpélé-Centre,Nsp,Néant,Goudeve,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,{autre},"{Decharge,Stockage}","MULTIPOLYGON (((0.7454933333333333 7.1734566666666675, 0.7456066666666668 7.173516666666666, 0.7455999999999999 7.173586666666667, 0.7456499999999999 7.1737166666666665, 0.7455076369826176 7.173772467846584, 0.7454134912401159 7.173806091326049, 0.7453143019756944 7.173819540717835, 0.7452268809290856 7.173767424324664, 0.7451831704057813 7.173690090321895, 0.7451596339701559 7.1735673646218485, 0.7451747645359151 7.17347490005332, 0.7452100691893532 7.173402609572469, 0.7452941278880155 7.173350493179298, 0.7453714618907848 7.173343768483405, 0.7454605641113669 7.173343768483405, 0.7454933333333333 7.1734566666666675)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38da,Plateaux,Ogou,Ogou 1,Djama,Depotoire public tchoro,Depotoire Public Tchoro,Nsp,"{Lundi,Mercredi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((1.12032880753943 7.537223633055613, 1.1203482937299667 7.537223633055613, 1.120361284523658 7.537205229431219, 1.1203786055819127 7.537153266256454, 1.1203591193913762 7.537155431388736, 1.1203482937299667 7.537145688293467, 1.1203428808992622 7.537130532367494, 1.1203342203701347 7.537120789272226, 1.120317981878021 7.537115376441522, 1.1203093213488933 7.5371186241399455, 1.1203060736504704 7.537106715912395, 1.120266018703256 7.537108881044675, 1.1202595233064103 7.537094807684843, 1.1202378719835917 7.537090477420281, 1.12023570685131 7.537109963610818, 1.1202097252639276 7.537090477420282, 1.1201848262426861 7.537137027764342, 1.1202389545497327 7.537198734034376, 1.1202800920630878 7.537203064298939, 1.1202855048937925 7.53718141297612, 1.1202984956874837 7.537176000145415, 1.1203168993118797 7.537195486335952, 1.12032880753943 7.537223633055613)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_38db,Plateaux,Ogou,Ogou 1,Djama,Dépotoir de doufio,Dépotoir De Doufio,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mardi,Lundi,Mercredi}",Domaine public de l'Etat ou des collectivites territoriales,{Abandonne},{Decharge},"MULTIPOLYGON (((1.1288687476078456 7.553034880050071, 1.129002521918311 7.5531139285062565, 1.1291058929763984 7.553146358642126, 1.1293268232770157 7.553199057612916, 1.129464651354465 7.553229460865295, 1.1294423556360542 7.553365262059252, 1.1290450864716413 7.553306482437988, 1.1288768551418131 7.553217299564343, 1.1288160486370562 7.5531564930595865, 1.1288687476078456 7.553034880050071)))"
