FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,etab_nom,etab_adresse,etab_jour,terrain,activite_statut,activite_categorie,geometry
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3789,Maritime,Agoè-Nyivé,Agoè-Nyivé 6,Adétikopé,Nsp,Néant,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Prive - Collectivite coutumiere,{Inacheve},"{Decharge,Stockage}","MULTIPOLYGON (((1.2298395000291273 6.312729988313782, 1.2293974993689094 6.312164487469091, 1.2299240001553462 6.311650986702074, 1.2308145014854912 6.311215486051566, 1.2314255023981457 6.310981485702042, 1.2318935030972 6.311475486439933, 1.2307255727326398 6.312235030024274, 1.2298395000291273 6.312729988313782)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_378a,Maritime,Golfe,Golfe 6,Baguida,Nsp,Nsp,Nsp,Nsp,Nsp,Nsp,Décharge,"MULTIPOLYGON (((1.3372500604805266 6.186433731274071, 1.3368313085108148 6.186194444434237, 1.3373936325844282 6.1857637281225335, 1.3377405985021897 6.186026943646352, 1.3372500604805266 6.186433731274071)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_378b,Plateaux,Agou,Agou 2,Agotimé-Sud (Adzakpa),Depotoir public wodome 1,Depotoir Public Wodome 1,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7166250000000001 6.523865000000001, 0.716869175283965 6.523864797505958, 0.7168644340163152 6.523748636448538, 0.7167245666206459 6.523774713420612, 0.7166392238029493 6.523724930110289, 0.7166250000000001 6.523865000000001)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_378c,Maritime,Golfe,Golfe 6,Baguida,Nsp,Nsp,Nsp,Nsp,Nsp,Nsp,Décharge,"MULTIPOLYGON (((1.3098088847948652 6.180449244644905, 1.3090986449766502 6.1803541232406785, 1.3087942564831294 6.179948271915985, 1.3093459606276356 6.179770711961432, 1.3095235205821891 6.179155593547442, 1.3100308347380574 6.179180959255235, 1.3100308347380574 6.180201928993919, 1.3098088847948652 6.180449244644905)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_378d,Maritime,Golfe,Golfe 6,Baguida,Nsp,Nsp,Nsp,Nsp,Nsp,Nsp,Décharge,"MULTIPOLYGON (((1.304695908802529 6.15364572658372, 1.3048042075123336 6.153473222210246, 1.3047686236505407 6.153383488993551, 1.3043199722038827 6.153281256441153, 1.3042443117225644 6.15352776317061, 1.304695908802529 6.15364572658372)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_378e,Plateaux,Amou,Amou 1,Adiva,Depotoire awouladi 2,Depotoire Awouladi 2,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((1.0227905273397244 7.511668534005272, 1.022902038577741 7.511596671207439, 1.0227583129820756 7.511452945611774, 1.0226988403218 7.511487637996935, 1.0227905273397244 7.511668534005272)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_378f,Maritime,Golfe,Golfe 6,Baguida,Nsp,Nsp,Nsp,Nsp,Nsp,Nsp,Décharge,"MULTIPOLYGON (((1.3061978717943583 6.173603848856881, 1.3061421002112792 6.172926224122471, 1.3056039551763357 6.17310369748506, 1.3051631342434562 6.173836490724134, 1.3061592750528208 6.174151362819048, 1.3062394243133442 6.174260136815474, 1.3061936247359023 6.173699091991809, 1.3061878997887224 6.173624667678466, 1.3061421002112794 6.173573143153837, 1.3061978717943583 6.173603848856881)), ((1.3062565991548845 6.174317386287271, 1.3057241790671208 6.1748211816391345, 1.3066115458800602 6.1750788042622435, 1.306651620510322 6.1738536655656695, 1.3061978717943583 6.173603848856881, 1.3062565991548845 6.174317386287271)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3790,Maritime,Golfe,Golfe 6,Baguida,Nsp,Nsp,Nsp,Nsp,Nsp,Nsp,Décharge,"MULTIPOLYGON (((1.343447861567498 6.184809122749844, 1.3436442697429445 6.1849799124676235, 1.3436400000000002 6.186025999489024, 1.3432813415926625 6.185957683601912, 1.3431148216178272 6.185483742135073, 1.3430251570159932 6.184915866323456, 1.343447861567498 6.184809122749844)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3791,Plateaux,Agou,Agou 1,Agou-Tavié,Depotoir public akoumawou,Depotoir Public Akoumawou,Nsp,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.7313530335492979 6.846618429928433, 0.7315427027070358 6.846573039018888, 0.7315216283561761 6.846480636095888, 0.7313141270554031 6.846537374732818, 0.7313530335492979 6.846618429928433)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3792,Plateaux,Agou,Agou 1,Gadja,Depotoir de zionou,Depotoir De Zionou,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,{Decharge},"MULTIPOLYGON (((0.8254218465017362 6.878352747852709, 0.8255667661417848 6.878381731780719, 0.825674177169115 6.878356157726592, 0.8256997512232414 6.878318649113874, 0.8254849291685812 6.878296484933631, 0.8254218465017362 6.878352747852709)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3793,Plateaux,Kloto,Kloto 1,Agome-Kpalime,Decharge publique de kpogandji,Decharge Publique De Kpogandji,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,{Decharge},"MULTIPOLYGON (((0.6731172280140529 6.90208852674312, 0.6730896012108539 6.902000120972883, 0.6731117026534131 6.901834360153689, 0.6730453983257354 6.9017514797440915, 0.6729790939980576 6.901640972531296, 0.6728685867852614 6.901480737072741, 0.6727801810150243 6.901281824089708, 0.6727111140070265 6.901016606778996, 0.6726420469990289 6.900798355033725, 0.672523251745273 6.900541425763972, 0.6724099818521568 6.9003508008219, 0.6722773731968013 6.90035356350222, 0.6720784602137678 6.90035356350222, 0.6719292754764928 6.900378427625098, 0.6717358878540992 6.900455782674055, 0.6717745653785778 6.900591154009731, 0.6718602084684953 6.900814931115643, 0.6719154620748935 6.900881235443321, 0.6720950362956876 6.900886760803961, 0.6721751540249649 6.900944777090679, 0.672291186598401 6.901066335024755, 0.6722497463936022 6.901168554196591, 0.6721447645414458 6.90126524800779, 0.6721060870169671 6.901389568622184, 0.6720618841318484 6.90149731315466, 0.6720646468121683 6.901729378301533, 0.6720922736153673 6.9019089525223265, 0.6721463407947678 6.901997982356919, 0.6722352220182627 6.902115143969708, 0.6724937855775207 6.902183824915136, 0.6728614306383408 6.902183824915136, 0.6731172280140529 6.90208852674312)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3794,Plateaux,Amou,Amou 1,Amlamé (Ouma),Depotoire,Depotoire,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((0.9039770688465102 7.466015321120004, 0.9035945375720633 7.466122908040942, 0.9039591376930205 7.466666819696795, 0.9043715542232836 7.466529347520041, 0.9039770688465102 7.466015321120004)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3795,Maritime,Bas-Mono,Bas-Mono 1,Afagnangan,Dépotoir,Dépotoir,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{autre},{Decharge},"MULTIPOLYGON (((1.6463766666666668 6.497280000000001, 1.6463866666666664 6.4974983333333345, 1.6466962719993743 6.497562343391944, 1.6467172983246225 6.497350843296798, 1.6467172983246225 6.497350843296798, 1.6465317719253727 6.497301369590332, 1.6463766666666668 6.497280000000001)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3796,Maritime,Golfe,Golfe 3,Bè-Ouest,Saprom sarl,Saprom Sarl,Tokoin Gbonvié,Nsp,Nsp,{autre},Nsp,"MULTIPOLYGON (((1.2220511266527085 6.154220766418452, 1.2220598078699054 6.154137752279007, 1.2220223701207436 6.154135581974707, 1.2220142314796216 6.154217510962001, 1.2220511266527085 6.154220766418452)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3797,Plateaux,Haho,Haho 2,Asrama,Depotoire2 d'asrama,Depotoire2 D'asrama,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((1.4048316666666667 7.004353333333333, 1.4048933333333333 7.004481666666667, 1.4049765627277913 7.004422580997571, 1.4048316666666667 7.004353333333333)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3798,Maritime,Agoè-Nyivé,Agoè-Nyivé 4,Togblekope,Depotoir de ahonkpoe,Depotoir De Ahonkpoe,Nsp,"{Mardi,Lundi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Prive - Collectivite coutumiere,{Construit et actif},{Decharge},"MULTIPOLYGON (((1.172071391601481 6.266736513325319, 1.1726260428295903 6.266561900901657, 1.172816062231813 6.26641296677559, 1.1728109265722935 6.266120234182977, 1.1726106358510315 6.266022656652106, 1.172507922660641 6.26586858686652, 1.1721997830894695 6.265950757418833, 1.171896779177817 6.266002114014028, 1.1717786590088675 6.2659148078021945, 1.1715937752661645 6.266222947373366, 1.1716399962018402 6.266479730349344, 1.1718659652206995 6.26674164898484, 1.172071391601481 6.266736513325319)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_3799,Maritime,Golfe,Golfe 6,Baguida,Nsp,Nsp,Nsp,Nsp,Nsp,Nsp,Décharge,"MULTIPOLYGON (((1.3246122856486071 6.187423279016516, 1.3246688157289803 6.187150050294712, 1.3253660200535822 6.187555182537385, 1.3246122856486071 6.187423279016516)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_379a,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Poursenga 2,Poursenga 2,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{En construction},{Decharge},"MULTIPOLYGON (((0.0363233333333333 11.099673333333332, 0.0363203850023365 11.099699712224192, 0.0362909016923683 11.099695289727697, 0.0363233333333333 11.099673333333332)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_379b,Savanes,Cinkassé,Cinkassé 1,Cinkassé,Ecole peule,Ecole Peule,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Dimanche,Samedi}",Nsp,{En construction},{Recyclage},"MULTIPOLYGON (((0.025375 11.105098333333334, 0.0253580470967683 11.105111444734709, 0.0253521504347747 11.105081224341992, 0.025375 11.105098333333334)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_379c,Maritime,Golfe,Golfe 3,Bè-Ouest,Dépotoir de elavagnon,Dépotoir De Elavagnon,Lycée Tokoin Elavagnon,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Inacheve},{Decharge},"MULTIPOLYGON (((1.2256329839455957 6.1444371882906905, 1.2257206586394658 6.144487288115757, 1.2258158483070942 6.144532377958317, 1.2259686527735532 6.144622557643441, 1.2260964073274783 6.144700212372296, 1.2262141419163872 6.144742797223603, 1.226361936400343 6.144767847136137, 1.2265768794486633 6.144794356262984, 1.2266584811313814 6.144790276178848, 1.2267523230665072 6.144773955842305, 1.2268951260112637 6.144810676599527, 1.226964588093808 6.144836193101254, 1.2269998711734718 6.144841838394, 1.2270591467473069 6.144867242211359, 1.227108543058836 6.1448940573519035, 1.2271353581993807 6.144908170583769, 1.2271494714312459 6.1449039366142095, 1.2271410034921266 6.144863008241798, 1.2271494714312459 6.144757159002806, 1.227190399803656 6.144664011672492, 1.2272016903891483 6.144630139916015, 1.2272397961151855 6.144559573756688, 1.2272496753774915 6.144503120829224, 1.227263788609357 6.144377513065622, 1.2273160075672596 6.144146056063028, 1.2273964529888928 6.14390471979813, 1.2274684304714067 6.14374524027805, 1.227423268129437 6.143733949692558, 1.227286369780342 6.143705723228826, 1.22718898848047 6.143717013814318, 1.2270083391125919 6.143688787350587, 1.2268763509427472 6.143904944783565, 1.22685806788906 6.144197473642562, 1.2268580678890595 6.1444442948673395, 1.226794077201154 6.144572276243151, 1.2267026619327177 6.144736823726337, 1.2263827084931895 6.144700257618962, 1.2263827084931895 6.144700257618962, 1.226163311848942 6.1446454084579, 1.2256329839455957 6.1444371882906905)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_379d,Maritime,Golfe,Golfe 3,Bè-Ouest,Dépotoir de gbadago,Dépotoir De Gbadago,Tokoin Gbadago,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Inacheve},{Decharge},"MULTIPOLYGON (((1.2216691981244545 6.142418603102109, 1.2216829575617905 6.14251033268435, 1.2217242358737992 6.142615821703929, 1.2217517547484718 6.142689205369723, 1.2217838601022564 6.142840559180422, 1.221852657288938 6.142868078055094, 1.2219168679965076 6.142835972701309, 1.2220040110996373 6.142799280868411, 1.2220682218072065 6.142767175514627, 1.2221186730774394 6.142647927057713, 1.222132432514776 6.1424782273305665, 1.2220773947654306 6.142436949018556, 1.2219856651831889 6.142404843664772, 1.221825138414266 6.1423819112692115, 1.2216691981244545 6.142418603102109)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_379e,Maritime,Golfe,Golfe 3,Bè-Ouest,Point de décharge de doumassessé rail,Point De Décharge De Doumassessé Rail,Nsp,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine prive de l'Etat ou des collectivites territoriales,Nsp,Nsp,"MULTIPOLYGON (((1.2125688146689995 6.1563013627887075, 1.2125688146689995 6.156260118442901, 1.212574438897973 6.156216999354103, 1.2125519419820787 6.156151383349411, 1.212536944038149 6.156080143115746, 1.2125519419820787 6.155973282765248, 1.2125875620989113 6.155870171900732, 1.2126194327297615 6.1558158043539875, 1.2126681760475326 6.155744564120322, 1.212713169879321 6.155665824914692, 1.2128781472625463 6.15577268526519, 1.21304124990278 6.15586454767176, 1.2132287242018995 6.155954535335336, 1.2134274469589665 6.156046397741905, 1.213626169716033 6.156113888489588, 1.2138436399030117 6.156187003466244, 1.214126726094682 6.156284490101786, 1.2137274058375578 6.156263867928883, 1.2134724407907553 6.156243245755979, 1.2132118515149792 6.156222623583076, 1.2129925065850096 6.156233872041024, 1.2128575250896434 6.156239496269997, 1.2125688146689995 6.1563013627887075)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_379f,Maritime,Golfe,Golfe 1,Bè-Est,Centre de decharge de bê plage,Centre De Decharge De Bê Plage,Lome-golfe 1,"{Samedi,Vendredi,Jeudi,Mardi,Lundi,Mercredi}",Domaine prive de l'Etat ou des collectivites territoriales,{Inacheve},"{Enfouissemment,Recyclage,Incineration}","MULTIPOLYGON (((1.2483801009893578 6.13212710337298, 1.24853904103409 6.1321229928545815, 1.2485328752564926 6.131986660661039, 1.2483753053845599 6.131988715920239, 1.248379415902958 6.13212641828658, 1.2483801009893578 6.13212710337298)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37a0,Plateaux,Agou,Agou 1,Agou-Iboé,Depotoir public d'avedze,Depotoir Public D'avedze,Nsp,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Nsp,Nsp,{Decharge},"MULTIPOLYGON (((0.7805830416442163 6.865639582941258, 0.7806981356534903 6.865537379461023, 0.7809274029199642 6.865776775000311, 0.780868474787216 6.865861484191137, 0.7807128676866775 6.865757439206753, 0.7805830416442163 6.865639582941258)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37a1,Maritime,Golfe,Golfe 1,Bè-Est,Point de decharge de adanlekponssi,Point De Decharge De Adanlekponssi,Bè - Adanlekponssi,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi,Dimanche}",Domaine public de l'Etat ou des collectivites territoriales,{Inacheve},"{Decharge,Recyclage}","MULTIPOLYGON (((1.260198250420444 6.155062025974961, 1.2602057937867155 6.1550997428063186, 1.2602736840831592 6.155137459637675, 1.2605905054665625 6.155190263201576, 1.2607941763558932 6.155235523399206, 1.2610431074428532 6.155280783596835, 1.2613599288262567 6.15535621725955, 1.2615560563493158 6.155393934090908, 1.2617220104072888 6.155424107555993, 1.2617446405061032 6.155386390724637, 1.2617672706049177 6.155288326963107, 1.26172955377356 6.15520534993412, 1.261699380308474 6.155122372905135, 1.261691836942202 6.154896071916989, 1.261661663477116 6.154752747957829, 1.2616239466457586 6.154677314295114, 1.2615258828842288 6.154647140830027, 1.2614730793203284 6.154684857661384, 1.261390102291342 6.15466222756257, 1.2613071252623556 6.154669770928841, 1.2612618650647265 6.154767834690371, 1.2611185411055679 6.154767834690371, 1.261005390611495 6.154745204591555, 1.2607790896233497 6.154662227562569, 1.2605603320014758 6.154609423998668, 1.260386834577231 6.1545867938998535, 1.2603038575482444 6.1545867938998535, 1.2602359672518009 6.154677314295112, 1.2601982504204434 6.154782921422913, 1.2601529902228144 6.154948875480886, 1.2601756203216288 6.155039395876144, 1.260198250420444 6.155062025974961)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37a2,Maritime,Golfe,Golfe 4,Amoutivé,Point de décharge de nyekonakpoé,Point De Décharge De Nyekonakpoé,Nyekonakpoé,"{Lundi,Mardi,Mercredi,Jeudi,Vendredi,Samedi}",Nsp,{Inacheve},{Decharge},"MULTIPOLYGON (((1.19956404145826 6.132465237650877, 1.1995558745343355 6.132365419691795, 1.1995377258145028 6.132247453012883, 1.1995449853024358 6.132114059922112, 1.1995513373543774 6.13193529503176, 1.1995504299183855 6.131738381421574, 1.1995458927384273 6.131556894223248, 1.1995404481224774 6.131330035225342, 1.199529558890578 6.131066878787765, 1.1995386332504945 6.1308418346618385, 1.1994935486622151 6.130187939804712, 1.1995067741847307 6.130121812192133, 1.199716729354666 6.130105280288989, 1.1997150761643516 6.130905424401182, 1.1997266484965525 6.131621255807338, 1.1997514463512693 6.131945281108969, 1.1998820483861108 6.132029593815005, 1.1998638213919306 6.132206445367589, 1.1996612428477604 6.132226089347627, 1.199675975832791 6.13244462862558, 1.19956404145826 6.132465237650877)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37a3,Maritime,Golfe,Golfe 1,Bè-Est,Dépotoir de bobo kope,Dépotoir De Bobo Kope,Akodessewa - Marché Noir ( Bobo Kope ),"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Inacheve},"{Decharge,Transit}","MULTIPOLYGON (((1.2710269380606538 6.154148622092487, 1.2711032377616385 6.154161338709317, 1.2711827166168312 6.15415815955511, 1.2711890749252464 6.154145442938279, 1.2711604625373771 6.154081859854126, 1.2711572833831697 6.1540214559241795, 1.271195433233662 6.153989664382102, 1.271227224775739 6.153964231148441, 1.2712081498504926 6.153852960751172, 1.2711636416915848 6.153824348363302, 1.2711572833831697 6.153760765279148, 1.271138208457923 6.153716257120239, 1.2710937002990153 6.153636778265047, 1.2710587296027307 6.153614524185593, 1.2710301172148613 6.153601807568762, 1.270995146518577 6.1536272408024235, 1.2709474592054615 6.153694003040785, 1.2708934135839305 6.15375758612494, 1.2708965927381382 6.15379891512964, 1.2708997718923458 6.153846602442756, 1.2708711595044764 6.15385296075117, 1.2708520845792304 6.153872035676416, 1.270813934728738 6.15386885652221, 1.2707916806492845 6.153907006372701, 1.2707344558735458 6.154018276769971, 1.270753530798792 6.154021455924179, 1.270753530798792 6.1540055601531405, 1.2707662474156227 6.154018276769973, 1.2707885014950766 6.154018276769973, 1.2708298304997765 6.154018276769973, 1.270867980350269 6.154015097615765, 1.2708711595044766 6.15405006831205, 1.2709442800512538 6.154056426620464, 1.2709919673643693 6.15407550154571, 1.2710269380606538 6.154148622092487)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37a4,Maritime,Golfe,Golfe 1,Bè-Est,Dpotoir sauvage de kpota,Dpotoir Sauvage De Kpota,Kpota - Lycée De Kpota,Nsp,Nsp,{Inacheve},{Decharge},"MULTIPOLYGON (((1.265302758823498 6.1637569032004516, 1.2653220011716586 6.163660691459649, 1.2653681828072443 6.163626055232959, 1.2653951220946693 6.163606812884798, 1.265464394548048 6.163576025127741, 1.2655067277140015 6.163576025127741, 1.2655567578192195 6.163579873597373, 1.2655567578192195 6.163579873597373, 1.265568303228116 6.1637569032004516, 1.2654259098517269 6.1637569032004516, 1.265302758823498 6.1637569032004516)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37a5,Maritime,Golfe,Golfe 1,Bè-Est,Depotoir de bè kpota cimetière,Depotoir De Bè Kpota Cimetière,Bè Kpota Cimetière,"{Dimanche,Samedi,Vendredi,Jeudi,Mercredi,Mardi,Lundi}",Domaine public de l'Etat ou des collectivites territoriales,{Construit et actif},"{Transit,Triage,Decharge}","MULTIPOLYGON (((1.2582108004732906 6.16492073236487, 1.2585923766906308 6.16484123731959, 1.2585685281770476 6.164694171485823, 1.2581631034461231 6.164614676440542, 1.2582108004732906 6.16492073236487)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37a6,Maritime,Golfe,Golfe 1,Bè-Est,Dépotoir de souleto,Dépotoir De Souleto,Adakpame - Souleto,Nsp,Nsp,{Inacheve},{Decharge},"MULTIPOLYGON (((1.282320527248921 6.17701370924048, 1.2822487895785257 6.177006535473441, 1.2821913994422096 6.177078273143836, 1.2822631371126043 6.1771643583483105, 1.2824783501237895 6.1771930534164685, 1.2826935631349743 6.177243269785746, 1.282966166282475 6.177286312387983, 1.2831742055266204 6.177329354990221, 1.2831670317595811 6.177436961495814, 1.2831311629243836 6.177523046700287, 1.2831168153903043 6.17762347943884, 1.2830809465551072 6.177652174506998, 1.2831096416232652 6.177709564643314, 1.2831598579925418 6.1777239121773935, 1.2832172481288582 6.17764500073996, 1.2833033333333321 6.177401092660617, 1.2833750710037275 6.17735805005838, 1.2834683299752407 6.17735805005838, 1.2836548479182677 6.1773795713594986, 1.2837983232590575 6.177444135262853, 1.2840637526395187 6.177508699166208, 1.2842430968155059 6.17748000409805, 1.284386572156296 6.17747283033101, 1.2845228737300463 6.177393918893576, 1.2845372212641253 6.177307833689101, 1.2844726573607699 6.1772504435527855, 1.2843363557870193 6.1772504435527855, 1.2841067952417549 6.177271964853904, 1.2839346248328067 6.177257617319824, 1.2836620216853059 6.177214574717587, 1.283482677509318 6.177207400950548, 1.2833535497026072 6.177193053416469, 1.283188553060699 6.17717870588239, 1.283045077719909 6.17717870588239, 1.2828513860098418 6.177164358348312, 1.282320527248921 6.17701370924048)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37a7,Maritime,Golfe,Golfe 1,Bè-Est,Dépotoir sauvages de attiegou savoirs,Dépotoir Sauvages De Attiegou Savoirs,Be - Attiegou Savoirs,Nsp,Nsp,{Inacheve},{Decharge},"MULTIPOLYGON (((1.275551032041969 6.188557103698498, 1.2756831762308285 6.188699036345793, 1.2759083107748115 6.188547315240065, 1.2757468012106499 6.188385805675902, 1.275551032041969 6.188557103698498)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37a8,Maritime,Golfe,Golfe 2,Bè-Centre,Dépotoir sauvage de attiegou,Dépotoir Sauvage De Attiegou,Attiegou - Feux Tricolores,Nsp,Nsp,{Inacheve},{Decharge},"MULTIPOLYGON (((1.2714701950824974 6.19244238714384, 1.2713729095846575 6.1923991491448005, 1.2712972430863378 6.19237753014528, 1.2712323860877777 6.19240455389468, 1.2711675290892184 6.19249643464264, 1.2711405053398186 6.1926856008884394, 1.271054029341739 6.192836933885079, 1.2709783628434193 6.1929936716316, 1.2708594583460595 6.193155814127999, 1.2707081253494201 6.193361194623439, 1.27070272059954 6.193404432622478, 1.27070272059954 6.193409837372358, 1.27073514909882 6.193415242122239, 1.2714701950824974 6.19244238714384)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37a9,Maritime,Golfe,Golfe 4,Amoutivé,Be togbato,Be Togbato,Bè Togbato,"{Lundi,Mardi,Jeudi,Mercredi,Vendredi,Samedi}",Nsp,Nsp,Nsp,"MULTIPOLYGON (((1.230090863417723 6.145956274521203, 1.2300446834555083 6.1444900607208774, 1.2327923912073016 6.145252030097426, 1.232688486292318 6.14585236960622, 1.2326653963112104 6.145817734634559, 1.230090863417723 6.145956274521203)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37aa,Maritime,Golfe,Golfe 4,Amoutivé,Dépotoir de cebevito,Dépotoir De Cebevito,Cebevito - Gbadago,"{Lundi,Mardi,Jeudi,Vendredi,Samedi,Dimanche}",Nsp,{Inacheve},"{Transit,Stockage}","MULTIPOLYGON (((1.2135718600389662 6.142192618009798, 1.2136000335225368 6.142155053365036, 1.213618815844917 6.142065837333728, 1.2136047291031316 6.142014185947182, 1.2136188158449166 6.141943752238255, 1.2136235114255116 6.141835753884568, 1.2136235114255116 6.141802884820402, 1.2135812512001556 6.1417042776279045, 1.2135624688777753 6.141638539499573, 1.2134450793628975 6.141582192532433, 1.2133464721704001 6.141549323468268, 1.2133042119450441 6.1415493234682685, 1.2132384738167126 6.141572801371244, 1.2131492577854057 6.141568105790649, 1.2130929108182642 6.141657321821956, 1.213088215237669 6.141699582047313, 1.213045955012313 6.141793493659215, 1.2130271726899324 6.141882709690521, 1.2130694329152887 6.14195314339945, 1.2131915180107615 6.141986012463615, 1.2133887323957562 6.142094010817303, 1.2135108174912288 6.142145662203848, 1.2135718600389662 6.142192618009798)))"
_mview_villehygiene_etablissements_traitement_dechets.fid--6cedeb21_19489067e9f_37ab,Maritime,Golfe,Golfe 4,Amoutivé,Dépotoir de kodome,Dépotoir De Kodome,Aflao Gakli - Kodome,"{Dimanche,Samedi,Vendredi,Jeudi,Mardi,Lundi,Mercredi}",Nsp,"{Inacheve,Abandonne}",{Decharge},"MULTIPOLYGON (((1.2035028733480386 6.1374201321259285, 1.2035751846086098 6.137446990594142, 1.203752863706014 6.137438726450078, 1.2037921183903242 6.137403603837801, 1.2038065806424383 6.137044113570958, 1.203759061814063 6.136996594742583, 1.2037012128056057 6.136988330598518, 1.2036495619051975 6.136988330598518, 1.2036268355090178 6.136998660778599, 1.20359171289674 6.137170141767956, 1.2035255997442176 6.137339556721295, 1.2035008073120217 6.137407735909833, 1.2035028733480386 6.1374201321259285)))"
