FID,region_nom_bdd,prefecture_nom_bdd,commune_nom_bdd,canton_nom_bdd,nom_localite,forage_nom,forage_type,batiment_nom,geometry
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3082,Plateaux,Ogou,Ogou 1,Djama,Awoyo,PEA Awoyo,Avec tank sans pompe,Nsp,POINT (1.1714816666666668 7.516151666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3083,Plateaux,Ogou,Ogou 1,Djama,Adjomi Atakpa,PEA ADJOMI ATAKPA,Nsp,Nsp,POINT (1.2086111110000002 7.545555556000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3084,Plateaux,Ogou,Ogou 1,Djama,Ogodje,PEA OGODJE,Avec pompe et tank,Nsp,POINT (1.2183899999999999 7.587548333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3085,Plateaux,Agou,Agou 2,Agotimé-Nord,Doglobo,PEA DOGLOBO,Avec tank sans pompe,USP DOGLOBO,POINT (0.8038549999999998 6.670724999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3086,Plateaux,Ogou,Ogou 2,Akparé,Atchou Tchiguidi,PEA ATCHOU TCHIGUIDI,Avec pompe et tank,Nsp,POINT (1.2444950000000006 7.513316666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3087,Plateaux,Ogou,Ogou 2,Akparé,Atchou-onougbo,PEA ATCHOU-ONOUGBO,Avec pompe et tank,Nsp,POINT (1.2418433333333339 7.507766666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3088,Plateaux,Ogou,Ogou 1,Gnagna,Kotchade Kope,PEA KOTCHADE KOPE,Avec pompe et tank,Nsp,POINT (1.2262766666666667 7.527850000000002)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3089,Plateaux,Ogou,Ogou 1,Djama,Koadolo,PEA KOADOLO,Avec pompe et tank,Nsp,POINT (1.2383800000000003 7.538453333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_308a,Plateaux,Akébou,Akébou 1,Yalla,Yalla,PEA YALLA,Avec pompe et tank,EPP YALLA,POINT (0.6682966666666675 7.7966999999999995)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_308b,Plateaux,Wawa,Wawa 1,Kpété-Béna,Kpete Bena,PEA KPETE BENA,Avec pompe et tank,USP KPETE BENA,POINT (0.6068416666666662 7.434061666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_308c,Plateaux,Wawa,Wawa 1,Kpété-Béna,Kpete -bena,PEA KPETE -BENA,Avec pompe et tank,USP KPETE BENA,POINT (0.6067916666666665 7.434118333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_308d,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Kparatao,PEA KPARATAO,Avec pompe sans tank,Nsp,POINT (1.1974099999999999 8.956731666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_308e,Centrale,Tchaoudjo,Tchaoudjo 1,Kparataou,Kparatao,PEA KPARATAO,Nsp,Nsp,POINT (1.198611111 8.951944444)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_308f,Centrale,Sotouboua,Sotouboua 2,Adjengré,Adjengre,PEA ADJENGRE,Sans pompe ni tank,Nsp,POINT (1.015431666666667 8.657906666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3090,Centrale,Sotouboua,Sotouboua 2,Adjengré,Tembio,PEA TEMBIO,Nsp,Nsp,POINT (1.0197222220000008 8.658888889)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3091,Centrale,Sotouboua,Sotouboua 2,Adjengré,Adjengre,PEA ADJENGRE,Nsp,Nsp,POINT (1.0197222220000008 8.658888889)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3092,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Nada,PEA NADA,Avec tank sans pompe,Nsp,POINT (1.1624427630528198 8.995129165232301)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3093,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Nada,PEA NADA,Avec tank sans pompe,Nsp,POINT (1.1596750000000005 8.991466666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3094,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Nada,PEA NADA,Avec tank sans pompe,Nsp,POINT (1.1629333333333327 8.993549999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3095,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Guerridi,PEA GUERRIDI,Avec tank sans pompe,Nsp,POINT (1.1681903433164431 8.99476088405954)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3096,Centrale,Tchaoudjo,Tchaoudjo 1,Sokodè (Komah),Salimde,PEA SALIMDE,Avec tank sans pompe,Nsp,POINT (1.163201666666667 8.984998333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3097,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,Solaou,PEA SOLAOU,Avec pompe sans tank,USP SOLAOU,POINT (1.132083333333333 8.777636666666664)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3098,Centrale,Mô,Mô 1,Djarkpanga,Okou,PEA OKOU,Avec tank sans pompe,EPP OKOU,POINT (0.5192599999999996 8.719895000000003)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_3099,Centrale,Mô,Mô 1,Djarkpanga,Mampoula,PEA MAMPOULA,Avec tank sans pompe,EPP MAMPOULA,POINT (0.4876999999999995 8.790651666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_309a,Centrale,Mô,Mô 1,Djarkpanga,Madjatom,PEA Madjatom,Avec tank sans pompe,LYCEE DJARGBANGA,POINT (0.5582533968211978 8.781219999114201)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_309b,Kara,Assoli,Assoli 1,Bouladè,Bafilo-ville,PEA BAFILO-VILLE,Nsp,Nsp,POINT (1.2291670000000001 9.419444)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_309c,Centrale,Mô,Mô 1,Djarkpanga,Nsp,PEA,Avec tank sans pompe,Nsp,POINT (0.5537800000000007 8.723185)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_309d,Centrale,Mô,Mô 1,Djarkpanga,Djarkpanga,PEA DJARKPANGA,Nsp,Nsp,POINT (0.5644444439999992 8.779722221999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_309e,Centrale,Mô,Mô 1,Djarkpanga,Djarkpanga,PEA DJARKPANGA,Nsp,Nsp,POINT (0.5644444439999992 8.779722221999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_309f,Centrale,Mô,Mô 1,Djarkpanga,Djarkpanga,PEA DJARKPANGA,Nsp,Nsp,POINT (0.5644444439999992 8.779722221999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30a0,Centrale,Mô,Mô 2,Tindjasse,Ipouali,PEA IPOUALI,Avec tank sans pompe,EPP IPOUALI,POINT (0.4144766666666665 8.759306666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30a1,Centrale,Mô,Mô 2,Tindjasse,Taka,PEA TAKA,Avec tank sans pompe,EPP TAKA,POINT (0.4201683333333341 8.77437)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30a2,Centrale,Mô,Mô 2,Tindjasse,Tindjasse,PEA TINDJASSE,Avec tank sans pompe,CENTRE COMMUNAUTAIRE DE TINDJASSE,POINT (0.4584800000000004 8.649030000000002)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30a3,Centrale,Mô,Mô 2,Tindjasse,Tindjasse,PEA TINDJASSE,Avec tank sans pompe,CENTRE ISLAMIQUE DE TINDJASSE,POINT (0.4476583333333343 8.642563333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30a4,Centrale,Mô,Mô 2,Tindjasse,Tindjasse,PEA TINDJASSE,Avec tank sans pompe,USP DE TINDJASSE,POINT (0.4539366666666658 8.647478333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30a5,Centrale,Mô,Mô 2,Tindjasse,Saiboude,PEA SAIBOUDE,Nsp,Nsp,POINT (0.4700000000000006 8.696944444)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30a6,Centrale,Mô,Mô 2,Tindjasse,Tindjasse,PEA TINDJASSE,Avec tank sans pompe,HÔTEL LENA,POINT (0.4638888890000001 8.650555556)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30a7,Centrale,Mô,Mô 2,Tindjasse,Tindjasse,PEA TINDJASSE,Nsp,Nsp,POINT (0.4638888890000001 8.650555556)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30a8,Centrale,Mô,Mô 2,Saïboudè,Saiboude,PEA SAIBOUDE,Avec tank sans pompe,Nsp,POINT (0.473015 8.607113333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30a9,Centrale,Mô,Mô 2,Saïboudè,Kpanzambade,PEA KPANZAMBADE,Avec tank sans pompe,Nsp,POINT (0.4974283333333334 8.599991666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30aa,Centrale,Sotouboua,Sotouboua 2,Aouda,Aou-matchatom,PEA AOU-MATCHATOM,Avec tank sans pompe,Nsp,POINT (0.967365 8.79231833333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30ab,Centrale,Tchaoudjo,Tchaoudjo 4,Agouloudè,Kpaza,PEA KPAZA,Avec tank sans pompe,Nsp,POINT (1.344618333333333 9.222966666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30ac,Centrale,Sotouboua,Sotouboua 2,Aouda,Aou,PEA AOU,Avec tank sans pompe,USP AOU-MATCHATOM,POINT (0.9562233333333324 8.788153333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30ad,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,Tchaware,PEA TCHAWARE,Avec tank sans pompe,Nsp,POINT (0.9934683333333337 8.827953333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30ae,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,Nsp,PEA,Avec tank sans pompe,Dispensaire TCHAWARI,POINT (0.9902483333333332 8.826276666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30af,Centrale,Sotouboua,Sotouboua 2,Aouda,Djololom,PEA DJOLOLOM,Avec pompe et tank,Nsp,POINT (0.9239531280146127 8.761399760456387)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30b0,Centrale,Tchaoudjo,Tchaoudjo 4,Wassarabo,Avolaou,PEA AVOLAOU,Avec tank sans pompe,MOSQUÉE DE AVOLAOU,POINT (1.2590283928714003 9.002926614524155)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30b1,Centrale,Tchaoudjo,Tchaoudjo 4,Wassarabo,Avolaou,PEA AVOLAOU,Avec tank sans pompe,Nsp,POINT (1.2584333333333337 9.002184999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30b2,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Sagbadai,PEA SAGBADAI,Avec tank sans pompe,DISPENSAIRE DE SAGBADAI,POINT (1.0750633108178382 9.06309845651904)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30b3,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Tchore,PEA TCHORE,Avec tank sans pompe,EPP TCHORE,POINT (1.0661083333333337 9.074036666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30b4,Centrale,Tchaoudjo,Tchaoudjo 3,Kéméni,Kemeni,PEA KEMENI,Avec tank sans pompe,Nsp,POINT (1.2465866666666663 9.234784999999995)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30b5,Centrale,Tchaoudjo,Tchaoudjo 3,Kéméni,Egbeze,PEA EGBEZE,Avec tank sans pompe,Nsp,POINT (1.2530533333333334 9.189853333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30b6,Centrale,Tchaoudjo,Tchaoudjo 3,Kéméni,Kemeni,PEA KEMENI,Nsp,Nsp,POINT (1.2575 9.215833332999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30b7,Centrale,Tchaoudjo,Tchaoudjo 3,Kéméni,Kougbo,PEA KOUGBO,Nsp,Nsp,POINT (1.2575 9.215833332999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30b8,Centrale,Sotouboua,Sotouboua 2,Séssaro,Laoude I,PEA LAOUDE I,Avec tank sans pompe,Nsp,POINT (1.1604999999999992 8.662473333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30b9,Centrale,Sotouboua,Sotouboua 2,Aouda,Aou-mono,PEA AOU-MONO,Avec pompe et tank,Nsp,POINT (1.1844783333333333 8.692735)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30ba,Centrale,Sotouboua,Sotouboua 2,Kériadé,Komsade,PEA KOMSADE,Sans pompe ni tank,Nsp,POINT (0.9629383333333331 8.712771666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30bb,Centrale,Sotouboua,Sotouboua 2,Aouda,Aloukpaboundou,PEA ALOUKPABOUNDOU,Avec pompe et tank,CEG HALOUKPABONDOU,POINT (1.1210266666666666 8.696886666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30bc,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Tawoureda,PEA TAWOUREDA,Avec pompe sans tank,CEG TAWOUREDA,POINT (1.1842816666666662 8.808061666666669)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30bd,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Tawoureda,PEA TAWOUREDA,Nsp,Nsp,POINT (1.1866666670000001 8.785277777999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30be,Centrale,Blitta,Blitta 1,Waragni,Waragni,PEA WARAGNI,Avec tank sans pompe,LYCEE WARAGNI,POINT (1.0291483333333318 8.270848333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30bf,Centrale,Blitta,Blitta 3,Atchintsè,Assoukoko,PEA ASSOUKOKO,Avec pompe et tank,CEG ASSOUKOKO,POINT (0.6672222219999997 8.003888889)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30c0,Centrale,Blitta,Blitta 3,Atchintsè,Atchintse,PEA ATCHINTSE,Avec pompe et tank,Nsp,POINT (0.6815899999999999 8.029173333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30c1,Centrale,Blitta,Blitta 3,Atchintsè,Nsp,PEA,Avec pompe et tank,Nsp,POINT (0.6836316666666669 8.033046666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30c2,Kara,Kozah,Kozah 2,Pya,Lao,PEA LAO,Avec pompe et tank,Nsp,POINT (1.1504866666666664 9.650381666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30c3,Kara,Kozah,Kozah 2,Pya,Akei,PEA Akei,Avec pompe et tank,Nsp,POINT (1.139603333333333 9.64953666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30c4,Kara,Kozah,Kozah 2,Pya,Ake�,PEA AKE�,Nsp,Nsp,POINT (1.14 9.658333333000002)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30c5,Kara,Kozah,Kozah 2,Pya,Ake�,PEA AKE�,Nsp,Nsp,POINT (1.14 9.658333333000002)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30c6,Centrale,Mô,Mô 1,Djarkpanga,Bolgatanga,PEA BOLGATANGA,Avec tank sans pompe,EPP BOLKATANGA,POINT (0.5797666666666674 8.86778833333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30c7,Centrale,Mô,Mô 1,Kagnigbara,Folo Banda,PEA FOLO BANDA,Avec tank sans pompe,EPP BANDA,POINT (0.6798350000000002 8.969741666666666)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30c8,Centrale,Mô,Mô 1,Kagnigbara,Matchatom,PEA MATCHATOM,Avec tank sans pompe,Nsp,POINT (0.603431666666667 8.897424999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30c9,Centrale,Mô,Mô 1,Kagnigbara,Kagnigbara,PEA KAGNIGBARA,Nsp,Nsp,POINT (0.6549999999999998 8.876666666999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30ca,Kara,Assoli,Assoli 3,Soudou,Souri-kadanga,PEA SOURI-KADANGA,Nsp,Nsp,POINT (1.3963890000000003 9.403334000000001)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30cb,Centrale,Blitta,Blitta 3,Tintchro,Lalamila,PEA LALAMILA,Avec tank sans pompe,Nsp,POINT (0.7913699999999999 8.141026666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30cc,Centrale,Blitta,Blitta 3,Tintchro,N'kengbe,PEA N'KENGBE,Avec tank sans pompe,USP N'KENGBE,POINT (0.7686080512036478 8.129550828321387)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30cd,Centrale,Blitta,Blitta 3,Tintchro,N'kingbe,PEA N'KINGBE,Nsp,Nsp,POINT (0.7697222220000008 8.126111110999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30ce,Centrale,Blitta,Blitta 1,Doufouli,Troukpan,PEA TROUKPAN,Avec pompe et tank,Nsp,POINT (0.9217299999999998 8.279998333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30cf,Centrale,Blitta,Blitta 3,Katchenkè,Koui,PEA KOUI,Avec tank sans pompe,Nsp,POINT (0.7198816666666666 8.257344999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30d0,Centrale,Blitta,Blitta 3,Katchenkè,Katchenke,PEA KATCHENKE,Avec tank sans pompe,Nsp,POINT (0.6891733333333342 8.199985)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30d1,Centrale,Sotouboua,Sotouboua 2,Kériadé,Katchalkad,PEA KATCHALKAD,Avec tank sans pompe,Nsp,POINT (0.8555949999999996 8.706629999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30d2,Centrale,Mô,Mô 1,Boulohou,Adeli,PEA ADELI,Avec tank sans pompe,Nsp,POINT (0.7715666666666667 8.696128333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30d3,Centrale,Sotouboua,Sotouboua 2,Tittigbe,Boa,PEA BOA,Avec tank sans pompe,Nsp,POINT (1.11554 8.61428833333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30d4,Centrale,Sotouboua,Sotouboua 2,Tittigbe,Konkonde,PEA KONKONDE,Avec tank sans pompe,Nsp,POINT (1.1006516666666677 8.588245)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30d5,Centrale,Sotouboua,Sotouboua 2,Tittigbe,Konkonde,PEA KONKONDE,Avec tank sans pompe,Nsp,POINT (1.1029816666666672 8.589784999999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30d6,Centrale,Sotouboua,Sotouboua 2,Tittigbe,Hilimde,PEA HILIMDE,Avec tank sans pompe,Nsp,POINT (1.1151550000000003 8.579649999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30d7,Centrale,Sotouboua,Sotouboua 2,Tittigbe,Piyayo,PEA Piyayo,Avec pompe et tank,USP TITIGBE,POINT (1.0979466666666666 8.619394999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30d8,Centrale,Tchaoudjo,Tchaoudjo 3,Kolina,Azanade,PEA AZANADE,Avec tank sans pompe,Nsp,POINT (1.1350566666666664 9.072309999999998)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30d9,Centrale,Tchaoudjo,Tchaoudjo 1,Kpangalam,Tchalanide,PEA TCHALANIDE,Avec pompe sans tank,FERME DE DJAMBI DJAMBOGORO,POINT (1.1382150802908977 9.052047258265347)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30da,Centrale,Tchaoudjo,Tchaoudjo 2,Lama-Tessi,Kalare,PEA KALARE,Avec pompe sans tank,Nsp,POINT (1.0441216666666664 8.866399999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30db,Centrale,Mô,Mô 1,Boulohou,Agbama-somou,PEA AGBAMA-SOMOU,Avec tank sans pompe,Nsp,POINT (0.6132383333333337 8.628201666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30dc,Centrale,Mô,Mô 1,Boulohou,Agbama-somou,PEA AGBAMA-SOMOU,Nsp,Nsp,POINT (0.6127777780000002 8.628611111)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30dd,Centrale,Mô,Mô 2,Saïboudè,Kouida,PEA KOUIDA,Avec tank sans pompe,EPP KOUIDA,POINT (0.6018499999999997 8.522425)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30de,Centrale,Mô,Mô 2,Saïboudè,Silli,PEA SILLI,Avec tank sans pompe,Nsp,POINT (0.5598666666666665 8.574451666666665)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30df,Centrale,Mô,Mô 2,Saïboudè,Konteste-lao,PEA KONTESTE-LAO,Nsp,Nsp,POINT (0.6550000000000002 8.548888888999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30e0,Centrale,Mô,Mô 2,Saïboudè,Kpangam,PEA KPANGAM,Nsp,Nsp,POINT (0.6550000000000002 8.548888888999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30e1,Centrale,Tchaoudjo,Tchaoudjo 3,Aléhéridè,Aleheride,PEA ALEHERIDE,Avec tank sans pompe,CENTRE COMMUNAUTAIRE,POINT (1.1924999999999994 9.205721666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30e2,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Kazaboua Zongo,PEA KAZABOUA ZONGO,Avec pompe et tank,Nsp,POINT (1.0791783333333334 8.428991666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30e3,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Kazaboua,PEA KAZABOUA,Avec pompe et tank,ÉGLISE CATHOLIQUE DE KAZABOUA,POINT (1.0774866666666667 8.428816666666668)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30e4,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Kazaboua Kpelewai,PEA KAZABOUA KPELEWAI,Avec tank sans pompe,Nsp,POINT (1.0747316666666664 8.421838333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30e5,Centrale,Sotouboua,Sotouboua 3,Kazaboua,Finade,PEA FINADE,Avec tank sans pompe,Nsp,POINT (1.0561033333333345 8.388736666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30e6,Centrale,Sotouboua,Sotouboua 2,Aouda,Colina 2 / Aou-nangbane,PEA COLINA 2 / AOU-NANGBANE,Avec pompe et tank,Nsp,POINT (1.0303783333333334 8.759739999999999)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30e7,Centrale,Sotouboua,Sotouboua 2,Aouda,Habiyeda,PEA HABIYEDA,Avec pompe et tank,Nsp,POINT (1.04578 8.73627)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30e8,Centrale,Sotouboua,Sotouboua 1,Tabindè,Pouda,PEA POUDA,Avec tank sans pompe,Nsp,POINT (1.0444083333333336 8.507143333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30e9,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sotouboua Ville,PEA SOTOUBOUA VILLE,Avec pompe et tank,Nsp,POINT (0.9694016666666666 8.56084)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30ea,Centrale,Sotouboua,Sotouboua 1,Sotouboua,Sossozi,PEA SOSSOZI,Avec pompe et tank,Nsp,POINT (0.9313883333333336 8.604143333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30eb,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Kpakparakpade,PEA KPAKPARAKPADE,Avec pompe sans tank,Nsp,POINT (1.2070816666666666 8.750638333333335)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30ec,Centrale,Tchaoudjo,Tchaoudjo 1,Kadambara,Aou-mono,PEA AOU-MONO,Avec pompe sans tank,USP AOU-MONO,POINT (1.2282499999999992 8.703061666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30ed,Centrale,Sotouboua,Sotouboua 2,Séssaro,Mazada Ii,PEA MAZADA II,Avec tank sans pompe,Nsp,POINT (1.1891666670000005 8.618055556)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30ee,Kara,Doufelgou,Doufelgou 2,Défalé,Omalo,PEA OMALO,Avec pompe et tank,Nsp,POINT (1.120366666666666 9.98476333333333)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30ef,Kara,Kéran,Kéran 1,Kantè,Kande (mandota),PEA KANDE (MANDOTA),Avec pompe et tank,Nsp,POINT (1.0524383333333331 9.954121666666667)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30f0,Kara,Kéran,Kéran 1,Kantè,Kande (partchita),PEA KANDE (PARTCHITA),Avec pompe et tank,Nsp,POINT (1.0468500000000003 9.955209999999997)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30f1,Kara,Kéran,Kéran 1,Kantè,Kande (ets Abdoulaye),PEA KANDE (Ets Abdoulaye),Avec pompe et tank,Nsp,POINT (1.0461750000000005 9.955653333333334)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30f2,Kara,Kéran,Kéran 1,Kantè,Kande,PEA KANDE,Avec pompe sans tank,LYCÉE MODERNE DE KANDE,POINT (1.0594433333333335 9.954131666666663)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30f3,Kara,Kéran,Kéran 1,Kantè,Kande (mandowou),PEA KANDE (MANDOWOU),Avec pompe et tank,Nsp,POINT (1.0512316666666666 9.979773333333332)
_mview_eau_postes_eau_autonomes.fid--6cedeb21_19489067e9f_30f4,Kara,Kéran,Kéran 1,Pessidè,Kante-tar,PEA KANTE-TAR,Avec pompe et tank,Nsp,POINT (1.0003016666666662 10.012068333333335)
